District,Taluka,UC,Deh,Settlement,Latitude,Longitude,Sensitive Receptor (within 200m),SMP,
Sanghar,Sinjhoro,Ghundan,3 dim,Bhitai village,25.9948467,68.905945,"Masjid, petrol pump",NRSP,
Sanghar,Sanghar,Kot Nawab,Makhi,Rasool bux umrani,26.0908462,69.0583654,Masjid,NRSP,
Sanghar,Sanghar,Dhoro janib,Sareji,Habibullah Ronjho,26.0080557,69.1906494,Canal approx 1.5km E,NRSP,
Sanghar,Tando adam,Faqir Sher Muhammad Dero,Belaro,Goth Lal Muhammad Khoso,25.7532148,68.5628102,,NRSP,
Sanghar,Tando Adam,Faqir Sher Muhammad Dero,Belaro,Goth Ameer Bux Khoso,25.7442802,68.5842797,,NRSP,
Sanghar,Sinjhoro,Azeemabad,26 Jamrao,Lal Khan Mari,26.108204,68.7261385,No any sensitive receptors in village,NRSP,
Sanghar,Shahdadpur,Jama,Jama,Soon Chiri Bhiro,25.9246139,68.4840405,"Mosque, School, Canal",NRSP,
Sanghar,Jam nawaz Ali ,jam Jani ,Jam jani,Mazak Khan khaskhali ,25.7614894,68.7330554,"School, hospital, masjid ",NRSP,
Sanghar,Tando Adam,Mitho Khoso,Mangino,Goth Ghulam Qadir Junejo,25.7825366,68.5967515,school and Mosque,NRSP,
Sanghar,Jam nawaz Ali,84 jamrao,82 jamrao,Lal bux Solangi,25.8045788,68.9296786,"School, Masjid,",NRSP,
Sanghar,Shahdadpur,Shah Ali Nizamani,Chimbh,Budho Khan Chandio,25.8741095,68.6076068,Lake is at 100m away from village,NRSP,
Sanghar,Jam Nawaz Ali,Mansoora,59 Jamrao,Muhabullah shah,25.8510787,68.8256023,School and Mosque,NRSP,
Sanghar,Jam Nawaz Ali,Mansoora,59jamrao,Dhani parto Babar,25.8373276,68.8155382,School Mosque canal,NRSP,
Sanghar,Tando adam,Peru faqir shoro,Lohano,Piru faqir shoro,25.8141073,68.7327268,"Mosque, School , Canal",NRSP,
Sanghar,Jam nawaz Ali ,Jam Jani ,Jam jani,gullu bheel ,25.7651706,68.7372264,"School, Masjid ",NRSP,
Sanghar,Jam Nawaz Ali ,Mansoora ,49 Jamrao ,Sana ullah bugti ,25.852497,68.8277274,No,NRSP,
Sanghar,Sanghar,Kot Nawab,Gharo,Alam Khan rind,26.0324259,69.0225756,"Masjid school ,khipro canal ",NRSP,
Sanghar,Sinjhoro ,30 jamrao ,28 Jamrao ,Dipty Jo goth,26.0741506,68.7888749,"Masjid ,school ",NRSP,
Sanghar,Tando Adam,Tayab Thahaim,Banbhani,Sehto Banbhroo,25.879922,68.7569438,School and Mosque,NRSP,
Sanghar,Sinjhoro ,Jaffar Khan laghari ,Mutelo kharo reti jageer,Koro Khan kakri,25.9330622,68.7530242,"Masjid,school ",NRSP,
Sanghar,Sinjhoro ,Jaffar Khan laghari ,Mutelo  reti jageer ,Bachal jakhro ,25.9263583,68.75281,Masjid  ,NRSP,
Sanghar,Sinjhoro ,Jaffar Khan laghari ,Kunro ,Palyo Khan laghari ,25.9625117,68.7562433,"Masjid,school ",NRSP,
Sanghar,Sinjhoro,Jaffar Khan laghari,Mutelo Reti jageer,Ghulam Shah Bhuto,25.9576915,68.7555185,"Masjid, school",NRSP,
Sanghar,Tando Adam,Peru faqir shero,Lohano,Tharo Abro,25.8500396,68.70469,"Mosque, canals",NRSP,
Sanghar,Tando Adam,Manik thahim,Manik thahim,Goth manik thahim,25.7490923,68.6430068,,NRSP,
Sanghar,Tando Adam,Hurbari,Hurbari,Habib Sand,25.759992,68.6369007,"School , Mosque",NRSP,
Sanghar,Tando Adam,Deen Muhammad waryah,Burira,Bahadur Burira,25.8667055,68.6923378,School and Mosque,NRSP,
Sanghar,Shahdadpur,Amanullah Dahri,Topan Dahri,Amanullah Dahri,26.1040538,68.6340461,"School,Mosque",NRSP,
Sanghar,Tando Adam,Mitho khoso,Durmah,Goth Rasool bux khoso,25.7473334,68.583739,"Mosque, Streams,",NRSP,
Sanghar,Sinjhoro,Pritamabad,1 Jamrao,Muhammad siddique shar,26.2921061,68.6971332,"School, masjid",NRSP,
Sanghar,Sinjhoro ,Pritamabad ,1 Jamrao ,Abdul ghani shar,26.2850183,68.6999277,No any sensitive receptors in ,NRSP,
Sanghar,Jam Nawaz Ali,Jam Jani,Bhadar,Asadullah mari,25.7515497,68.8046743,"School , masjid",NRSP,
Sanghar,JAM NAWAZ ALI ,Jam Jani ,Jam Jani ,maqbool junejo ,25.7815265,68.7326178,Masjid ,NRSP,
Sanghar,Sinjhoro,Syed sibghatullah shah shaheed,17dim,Photo Khan bhanbhro,25.9783709,68.9382338,School.masque,NRSP,
Sanghar,Sinjhoro,Ghundhan,10dim,Shahnawaz nizamani,26.0042942,68.9258928,No any sensitive receptos in village,NRSP,
Sanghar,Sinjhoro,Shahmardanbad,6 dim,Bheri,26.0746567,68.8873467,School.moaque.hospital,NRSP,
Sanghar,Jam nawaz Ali ,Nauabad ,23 Dim ,Haji mehrab Mari ,25.817767,68.9971605,Masjid ,NRSP,
Sanghar,Tando Adam,Meer Hassan Mari,Dhamoi,Dur Muhammad Mari,25.7299482,68.6291851,"School ,Mosque",NRSP,
Sanghar,Shahdadpur,Shah Mardan Shah,Kandi,Mohammad Malook Jakhro,25.9960063,68.60022,"School,Mosque and Lake",NRSP,
Sanghar,Sanghar,Sethar pir,Sethar pir,Sudheer Faqeer,25.8949357,69.1271497,Mosque school,NRSP,
Sanghar,Sanghar,Behram Bari,Behram Bari,Mir Muhammad Sangrasi,25.8591867,69.1595133,Mosque School ,NRSP,
Sanghar,Sinjhoro,Wali muhammad keerio,Dhamrkhi,Darghai Talpur,25.9152629,68.8898275,,NRSP,
Sanghar,Jam nawaz Ali ,Jam Jani ,Jam Jani ,waryam Mari ,25.7706405,68.7948352,"Masjid, school ",NRSP,
Sanghar,Sanghar,Kuundho,Kuundho,Baloch Abad,26.1020669,68.958337,"Masjid, school",NRSP,
Sanghar,Sanghar,Khadwari,Khadwari,1 Chak,26.1402733,68.9643133,"Masjid, school , police station,mangli shakh",NRSP,
Sanghar,Jam nawaz Ali,Jam Jani,Darhan,Adho khaskhali,25.8183062,68.7514718,"School, Masjid",NRSP,
Sanghar,Shahdadpur,Quba yagan,Quba yagan,Jan Muhammad burro,25.8915442,68.6589924,"School Mosque, River, community",NRSP,
Sanghar,Shahdadpur,Jama,Jama,Bhdho siyal,25.9193784,68.458611,"School, Mosque,",NRSP,
Sanghar,Sanghar,Sethar pir,Hamzi Ji khad,Muhammad Ali Gaho,25.8510172,69.1115111,Mosque School ,NRSP,
Sanghar,Sinjhoro ,Shah Mardanabad ,6 Dim,Muhammad suleman solangi ,26.0803772,68.9093708,"Masjid, petrol pump, school , water plant",NRSP,
Sanghar,Sinjhoro ,Kurkuli ,Kharo reti jageer ,Wali Muhammad Wasan ,25.9461058,68.7869045,"Masjid, petrol pump, school ",NRSP,
Sanghar,Sinjhoro,Ghundhan,Deh 10 Dim,Abdul kareem sirewal,25.9903079,68.9211956,"Masjid, school , water channels ",NRSP,
Sanghar,Sanghar,Daro Bazar,Daro Bazar,Sain Bux junejo,25.8457795,69.1841374,Mosque School Hospital ,NRSP,
Sanghar,Sanghar,Behram Bari,Samore,Din Muhammad Sangrasi,25.8473143,69.1861182,Mosque school Hospital ,NRSP,
Sanghar,Shahdadpur,"

Barhoon","
Barhoon",Barhoon,26.0838094,68.6976753,"School, Masjid. Hospital, communitys,",NRSP,
Sanghar,Shahdadpur,Jama,Jama,Jama,25.9184654,68.4612011,"School, Mosque , Hospital, 
Communities",NRSP,
Sanghar,Jam nawaz Ali,Jam Jani,Jam Jani,Villag bhooro bheel,25.7894633,68.8280383,School,NRSP,
Sanghar,Tando Adam,Meer Hassan mari,Dukand,char mell,25.7038253,68.6704035,"Mosque, school",NRSP,
Sanghar,Tando Adam,Meer hassan mari,Dukand,Photo hangoro,25.6938533,68.6558483,"School, masjid",NRSP,
Sanghar,Tando Adam,Meer Hassan Mari,Pai,Akbar Baloch,25.7488633,68.6834483,"Mosque ,School",NRSP,
Sanghar,Tando Adam,Meer Hassan mari,Dahmoi,Ali Sher Chutto,25.736025,68.640492,Masjid and School,NRSP,
Sanghar,Tando Adam,Meer Hassan mari,Dukan,Arab Khaskhili,25.6973002,68.6611489,"Masjid, school",NRSP,
Sanghar,Shahdadpur,Daim khan Dhamra,Sehta,Phall,26.1345199,68.5904005,"School, Mosques
Communites",NRSP,
Sanghar,Sinjhoro,22 jamrao,Karichan,Soomro khan chandio,26.2204269,68.7372952,"Masjid , school",NRSP,
Sanghar,Sanghar,Janib Dhoro,Sareji,Tando Mitha Khan,25.9943317,69.195165,"School,masjid, hospital ",NRSP,
Sanghar,Sanghar,Kot Nawab,Gharo,Malook jamali,26.0395667,69.0244,"Masjid , school",NRSP,
Sanghar,Sanghar,Kot Nawab,Gharo,Sanghaar jamali,26.0393548,69.0191111,"Masjid, school",NRSP,
Sanghar,Shahdadpur,Daim khan Dhamra,Quba  shadad,Muhammad Moosa Brohi,25.866736,68.633642,Mosque,NRSP,
Sanghar,Tando Adam,Manak Thaheem,Bhit Dhano,Basham Mari,25.8960287,68.6804494,Mosque,NRSP,
Sanghar,Tando Adam,Tayyab thahim,Sanghar,Mir Muhammad Wassan,25.919859,68.735591,"School,Mosque",NRSP,
Sanghar,Tando Adam,Tayyab thahim,Kangpatti,Haji Ramzan Brohi,25.959566,68.7211751,"School, Mosque",NRSP,
Sanghar,Tando Adam,Tayyab thahim,Kangpatti,Ismail Bhooro,25.9599001,68.7229422,"School ,Mosque",NRSP,
Sanghar,Tando Adam,Tayyab thahim,Sanghar,Qadir Bux chango,25.9035846,68.7369108,"School ,Mosque",NRSP,
Sanghar,Tando Adam,Tayyab thahim,Sanghar,Khairo kalhaoi,25.8953216,68.7531467,"School ,Mosque",NRSP,
Sanghar,Tando Adam,Tayyab Thahim,Bhambhna,Khairo kalhaoi,25.8945892,68.7509493,"Schools,Mosque",NRSP,
Sanghar,Tando Adam,Kumb Darhoo,Junejani,Muhammad Buriro,25.8327771,68.5193904,"School ,Mosque",NRSP,
Sanghar,Tando Adam,Kumb Darhoon,Junejani,Gidar Apun,25.8504868,68.5335411,Mosque,NRSP,
Sanghar,Tando Adam,Din Muhammad waryah,Burrirha,Gulsher Zardari,25.8285714,68.6854804,Mosque,NRSP,
Sanghar,Tando Adam,Meer hassan mari,Dhamoi,Saeed Khan Mari,25.7071979,68.628851,Mosque,NRSP,
Sanghar,Tando Adam,Kumb Darhoon,Jonejani,Bakir khan Nizamani,25.8757468,68.5430861,"School , Mosque",NRSP,
Sanghar,Jam Nawaz Ali,Mansoora,59 jamrao,Gul hassan kaloi,25.8474317,68.8070717,Mosque canal school,NRSP,
Sanghar,Jam Nawaz Ali,Mansoora,59jamrao,Waris gaho,25.8511035,68.8183592,School mosque,NRSP,
Sanghar,Jam Nawaz Ali,Mansoora,42- Jamrao,Akoo kaloi,25.8520167,68.794125,Mosque school canal,NRSP,
Sanghar,Sinjhoro,Azeemabad,20 jamrao,Sain bux rind,21.7732607,69.7916223,"School, masjid",NRSP,
Sanghar,Sinjhoro,Azeemabad,36 jamarao,Shadi khan khaskeli,26.0564533,68.778615,School,NRSP,
Sanghar,Shahdadpur,Shah Mardan Shah,Ranjho Khan Talpur,Gul Muhammad Umrani,26.0073858,68.5527873,NA,NRSP,
Sanghar,Shahdadpur,Shah Mardan Shah,Ranjho khan Talpur,Tooh Khan Zardari,26.0021172,68.5119688,School,NRSP,
Sanghar,Tando Adam,Deen Muhammad waryah,Burrirha,Rajo Mari,25.8331773,68.6754804,"Mosque,School",NRSP,
Sanghar,Jam Nawaz Ali,Mansoora,48- Jamrao,Ali sher chakrani,25.8626718,68.7957253,"School,Mosque",NRSP,
Sanghar,Jam Nawaz Ali,Bhiro,43-Jamrao,Muhammad bux brohi,25.8657333,68.8116467,School Mosque,NRSP,
Sanghar,Tando Adam,Tayab Thaheem,Sanghar,Mitho birohi,25.9081752,68.7267096,Mosque,NRSP,
Sanghar,Tando Adam,Tayab Thaheem,Sanghar,Miandad brohi,25.9373802,68.7323816,Mosque,NRSP,
Sanghar,Tando Adam,Tayab Thaheem,Kangpati,Duthro shareef,25.948269,68.7262695,"Mosque , School",NRSP,
Sanghar,Jam Nawaz Ali,Jam Jani,Bhadar,Allah Wasayo Katohar,25.771382,68.813965,"School,Mosque,",NRSP,
Sanghar,Jam Nawaz Ali,Jam Jani,Bhadar,Liaquat Khan Katohar,25.789884,68.812615,"Mosque ,School",NRSP,
Sanghar,Jam Nawaz Ali,Bhiro,46 Jamrao,Jan Muhammad wassan,25.8406418,68.8962705,School mosque,NRSP,
Sanghar,Jam Nawaz Ali,Bhiro,56 Jamrao,Allah bachayo khaskheli,25.8150218,68.8876139,School mosque canal,NRSP,
Sanghar,Shahdadpur,Shahali Nizamani,Chimbh,Jeay Latif,25.9334745,68.6415727,"Schools, mosques, hospital",NRSP,
Sanghar,Tando Adam,Meer Hassan Mari,Dukand,Wali Muhammad hangoro,25.6846275,68.6701145,N/A,NRSP,
Sanghar,Tando Adam,Meer Hassan Mari,Dukand,Haji Pir Bux Hingoro,25.6858028,68.6718968,"Mosque ,School",NRSP,
Sanghar,Tando Adam,Meer hassan mari,Dukand,Ali Mardan Jamali,25.7139976,68.6602635,Mosque school hospital,NRSP,
Sanghar,Tando Adam,Meer hassan mari,Ghuler,Sadoro Jamali,25.7085505,68.6522771,Mosque,NRSP,
Sanghar,Tando Adam,UC meer hassan mari,Ghuler,Sultan Chang,25.7110717,68.6460982,"Mosque,School",NRSP,
Sanghar,Tando Adam,Meer hassan mari,Guller,Kirshan kolhi,25.7041625,68.6266368,N/A,NRSP,
Sanghar,Jam Nawaz Ali,Mansoora,42 Jamrao,Gull Hassan kaloi,25.8569225,68.8051981,School Mosque canal,NRSP,
Sanghar,Tando Adam,Hurbari,Hurbari,Zari Bux Mari,25.7667605,68.6333895,Mosque and School,NRSP,
Sanghar,Jam nawaz Ali,Jam Jani,Darhan,Deewan Lal Chand,25.7606105,68.7552067,School',NRSP,
Sanghar,Tando Adam,Ghujhro,Ghujhro,Jalal khan Mari,25.7569393,68.7032011,School and Mosque,NRSP,
Sanghar,Jam Nawaz Ali,Nauabad,48 deh,Nauabad,25.8137079,68.9474969,School and Mosque,NRSP,
Sanghar,Shahdadpur,JAMA Khan,Jama Khan,Hashim khaskhili,25.9355556,68.5216489,Children and the elderly at increase the risk of adverse health outcomes from Air pollution from burning pits & open defecation ,NRSP,
Sanghar,Jam nawaz Ali ,Jam Jani ,Bhadar,Ramzan junejo ,25.7769623,68.835719,"School, masjid, ",NRSP,
Sanghar,Shahdadpur,Murad Ali Rind,Mojwah,Sachedino Solangi,26.0664424,68.6100876,"Mosque, School",NRSP,
Sanghar,Shahdadpur ,Murad Ali Rind ,Bheriwari ,Sewo Rind ,26.0665622,68.5760894,Masjid,NRSP,
Sanghar,Shahdadpur,Murad Ali,Mojwah,Village,25.9219575,68.6132553,School Masjid,NRSP,
Sanghar,Tando Adam,Meer hassan mari,Ghulr,Haji jahejo,25.6936866,68.6467543,,NRSP,
Sanghar,Tando Adam,Meer hassan mari,Ghulr,mola Bux khoso,25.6947067,68.6403622,,NRSP,
Sanghar,Tando Adam,Meer hassan mari,Dukan,Aqeel mari,25.7278303,68.6659406,,NRSP,
Sanghar,Shahdadpur,JAMA Khan,JAMA Khan,Mehar Khaskheli,25.937244,68.5211317,"This potentially includes WASH borne disease likely malaria & diarrhea, public health, public water sources, water sources for drinking water supply, ground water, surface water, wetlands, soil, pollution, sensitive environmental areas, outdoor & indoor air & open drainage system ",NRSP,
Sanghar,Shahdadpur,Shahali Nizamani,Chimbh,Mir Muhammad Kaloe,25.9311871,68.6805101,Mosque,NRSP,
Sanghar,Shahdadpur,Shahali Nizamani,Chimbh,Bahadur Brohi,25.9306001,68.6615137,Mosque,NRSP,
Sanghar,Shahdadpur,JAMA Khan,JAMA,JAMA goth (Rang Para),25.9179648,68.4602724,"This potentially includes wash borne diseases likely Malaria and diarrhea, public health, public water sources, water sources for drinking water supply, groundwater, surface water, wetlands, soil, pollution, sensitive environmental areas, outdoor and indoor air & open drainage system.",NRSP,
Sanghar,jam nawaz ali,Nauabad,48 jamrao,Nauabad,25.79151,68.8336416,"School ,Mosque",NRSP,
Sanghar,Shahdadpur,JAMA Khan,JAMA Khan,Haji Ahmed Bughio,25.9337087,68.4864563,"This have potentially includes wash borne diseases likely Malaria and diarrhea, public health, public water sources, water sources for drinking water supply, groundwater, surface water, wetlands, soil, pollution, sensitive environmental areas, outdoor and indoor air & open drainage system. Children and the elderly at increased the risk of adverse health outcomes from air pollution from burn pits and open defecation.",NRSP,
Sanghar,Shahdadpur,Murad Ali Rind,Bhire wari,Daim Hajano,26.0888311,68.5833949,"School, Mosque, Community,",NRSP,
Sanghar,Jam nawaz Ali,Jam Jani,Jam Jani,ibhrahim magsi,25.7451844,68.7950894,Masjid,NRSP,
Sanghar,Tando adam,Mitho Khoso,Dadi,Achy Masjid,25.7876363,68.6196391,School mosque,NRSP,
Sanghar,Jam Nawaz Ali,Mansoora,59 Jamrao,Haji Sharif gaho,25.8531427,68.8165947,School mosque canal,NRSP,
Sanghar,Jam Nawaz Ali,Bhiro,57 Jamrao,Gango bheel,25.8274942,68.8652732,Canal,NRSP,
Sanghar,Jam Nawaz Ali,Mansoora,42 Jamrao,Saleman lakho,25.8736107,68.7936493,Mosque canal,NRSP,
Sanghar,Jam Nawaz ali,Bhiro,57 Jamrao,Mangrarri,25.8418368,68.8656821,School Mosque Canal,NRSP,
Sanghar,Tando Adam,Meer hassan mari,Dukan,Mari abad qiasr goth,25.6865817,68.67429,Mosque,NRSP,
Sanghar,Shahdadpur,Jama Khan,JAMA Khan,Budho Siyal,25.9194262,68.4581412,"This potentially includes wash borne diseases likely Malaria and diarrhea, public health, public water sources, water sources for drinking water supply, groundwater, surface water, wetlands, soil, pollution, sensitive environmental areas, outdoor and indoor air & open drainage system.",NRSP,
Sanghar,Shahdadpur,Shahali Nizamani,Chimbh,Bachal Khan Bodani,25.9223834,68.6131236,"Lake ,mosque & school.",NRSP,
Sanghar,Shahdadpur,Shahali Nizamani,Chimbh,Huraabad,25.9284886,68.6554102,Mosque,NRSP,
Sanghar,Shahdadpur,Shahali Nizamani,Chimbh,Pir Bux Boadani,25.9422632,68.6924791,No any,NRSP,
Sanghar,Shahdadpur,Shahali Nizamani,Chimbh,Lutaf Ali Waganr,25.9405993,68.6759668,Mosque,NRSP,
Sanghar,Shahdadpur,Shahali Nizamani,Chimbh,Bachal Khan Bodani,25.9403006,68.6377403,Mosque,NRSP,
Sanghar,Shahdadpur,Shahali Nizamani,Shahali Nizamani,Allah Obhayo Parhore,25.9642107,68.6480224,Mosque,NRSP,
Sanghar,Jam Nawaz Ali,Nao abad,23-Dim,Abdul Rahman Khoso,25.8143773,68.9989437,Mosque and School,NRSP,
Sanghar,Shahdadpur,Shahali Nizamani,Pano Laghari,Sher Khan Laghari,25.9546418,68.6973566,Mosque,NRSP,
Sanghar,Shahdadpur,Shahali Nizamani,Chimbh,Thagario Peer,25.9281272,68.6530967,Mosque & School,NRSP,
Sanghar,Shahdadpur,Shahali Nizamani,Chimbh,Lal Muhammad Wasso,25.9521861,68.6765547,Mosque,NRSP,
Sanghar,Shahdadpur,Shahali Nizamani,Pano Laghari,Ali Bux Bhambhro,25.9932317,68.6668299,Mosque,NRSP,
Sanghar,Tando Adam,Meer hassan mari,Dhamoi,ismail sand,25.7315848,68.6457018,"Mosque , School",NRSP,
Sanghar,Tando Adam,Meer hassan mari,Dhmoi,Qasim jan Baloch,25.7245213,68.6389602,"School ,Mosque",NRSP,
Sanghar,Jam nawaz Ali,Jam Jani,55 jamrao,dumbo Babur,25.8066367,68.9138117,School,NRSP,
Sanghar,Khipro,Roonjho,Amli,Doongar Khan Mari,25.6408862,69.5531505,Mosque,NRSP,
Sanghar,Sinjhoro,Azeemabad,36 jamarao,Tillo Laghari,26.03607,68.7848767,School,NRSP,
Sanghar,Sinjhoro,Azeemabad,37 jamrao,Sobho khan lund,26.0537373,68.7938896,Na,NRSP,
Sanghar,Tando Adam,Kumb darhoon,Jonejani,Imam ali rind,25.8675298,68.5405384,Mosque and School,NRSP,
Sanghar,Tando Adam,Kumb darhoon,Junejani,Chakr khan brohi,25.8604711,68.5326214,N/A,NRSP,
Sanghar,Tando Adam,Din Muhammad Waryah,Burira,Kamal buriro,25.875128,68.6860571,Mosque School,NRSP,
Sanghar,Sanghar,Behram Bari,Samore,Abdul Rasheed Sangrasi,25.8670142,69.169891,Mosque School ,NRSP,
Sanghar,Shahdadpur,Shahali Nizamani,Chimbh,Bahadur Kaloe,25.9370326,68.6061517,"Mosque , school",NRSP,
Sanghar,Jam Nawaz Ali,Bhiro,Hot wassan,Rashid Khan Mari,25.8934126,68.930561,School mosque canal,NRSP,
Sanghar,Jam Nawaz Ali,Mansoora,59 Jamrao,Rahim kaloi,25.8405101,68.8048816,Canal,NRSP,
Sanghar,Tando Adam,Meer hassan mari,Dukand,Raheem dad Mari,25.692955,68.677735,Mosque,NRSP,
Sanghar,Tando Adam,Meer Hassan Mari,Dukand,Razzaq hangoro,25.6873441,68.67346,"Mosque ,School",NRSP,
Sanghar,Tando Adam,Meer Hassan Mari,Dukand,Haji mehar Hingoro,25.6874211,68.6733457,N/A,NRSP,
Sanghar,Tando Adam,Meer hassan Mari,Dukand,Ghous Bux brohi,25.6912101,68.6629751,Mosque,NRSP,
Sanghar,Shahdadpur,JAMA,JAMA,Lal Khan jalalani,25.9284616,68.5162253,"This potentially includes sensitive Receptors like Schools, Stream's & wash borne diseases likely Malaria and diarrhea, public health, public water sources, water sources for drinking water supply, groundwater, surface water, wetlands, soil, pollution, sensitive environmental areas, outdoor and indoor air & open drainage system.",NRSP,
Sanghar,Jam nawaz Ali,Jam Jani,Jam Jani,TC berani ward 5,25.7498935,68.8013714,"School, Masjid",NRSP,
Sanghar,Shahdadpur,JAMA Khan,JAMA Khan,Sawan khaskhili,25.9593505,68.5323837,"Children and the elderly are at increased risk of adverse health consequences of air pollution from open burning pits and open defecation. Potential diseases related to washing in this include malaria and diarrhea, public health, public water sources, water sources for drinking water supply, groundwater, surface water, wetlands, soil, pollution, outdoor in sensitive ecological areas. and include indoor air and open spaces. drainage system.",NRSP,
Sanghar,Jam nawaz ali,Nauabad,24 dem,yaqoob Mangrio,25.803971,69.0206372,N/A,NRSP,
Sanghar,Jam Nawaz Ali,Nao Abad,48 Jamrao,Allah Warayo Mari,25.8370783,68.9356917,20 Metres,NRSP,
Sanghar,Jam Nawaz Ali,Nauabad,48 Jamrao,Allah Warayo maher,25.8281321,68.9329146,School,NRSP,
Sanghar,Jam Nawaz Ali,Jam Jani,Bhadar,Ramzan Junejo,25.777557,68.8328953,N/A,NRSP,
Sanghar,Tando Adam,Din Muhammad Waryah,Burira,Shamshad Rajpoot,25.8694773,68.6867633,"Mosque ,School",NRSP,
Sanghar,Tando Adam,Din Muhammad weryah,Buriro,Abdul Ghani Aarain,25.8284457,68.6857771,Mosque,NRSP,
Sanghar,Tando Adam,Din Muhammad weryah,Darar,Jalal Mari,25.8339587,68.6569781,"School ,Mosque",NRSP,
Sanghar,Shahdadpur,Amanullah Dahri,Chamro,Ahmedabad Shahpur Chakar,26.1965296,68.6888507,School Mosque,NRSP,
Sanghar,Shahdadpur,Amanullah Dahri,Ronoo,Pir Juman Shah,26.1853418,68.6884788,School Mosque,NRSP,
Sanghar,Shahdadpur,Murad Ali Rind,Bheriwari,Jaffar Pinjaro,26.0556505,68.597932,Mosque School,NRSP,
Sanghar,Shahdadpur,Amanullah Dahri,Karam Ullah Dahri,Aijaz Mangi,26.0810179,68.626295,Mosque School,NRSP,
Sanghar,Shahdadpur,Daime khan Dhamra,Quba shahdad,Hamid Ali solangi,25.8940811,68.5965133,"School , Mosque, communityes
Rivers,",NRSP,
Sanghar,Shahdadpur,Asgharabad,Bhaji,Budho Wassan,26.0037737,68.7031988,Mosque,NRSP,
Sanghar,jam Nawaz Ali,Nauabad,48 jamrao,Nauabad,25.8110054,68.9421519,"School ,Mosque",NRSP,
Sanghar,Jam Nawaz Ali,Nauabad,48 jamrao,Nauabad,25.8154197,68.9422035,Mosque,NRSP,
Sanghar,Tando adam,Peru Faqir Shoro,Lohano,Haji Gull Muhammad Shoro,25.8001131,68.7346773,Mosque School Canal,NRSP,
Sanghar,Shahdadpur ,Lundo ,Maqsoodo Rind ,Hazoor Bux Brohi ,26.0253436,68.5844803,Mosque ,NRSP,
Sanghar,Shahdadpur,Lundo,Maqsoodo Rind,Hazoor Bux Brohi,26.0253513,68.5844118,Mosque,NRSP,
Shaheed Benazir Abad,Nawabshah,Faqeer g khoi uc1,50 dad,Faqeer g khoi,26.2481755,68.3922444,,SAFCO,
Shaheed Benazir Abad,Qazi Ahmed ,Haberi,Dim,Sadique bhatti ,26.423855,68.14657,,SAFCO,
Shaheed Benazir Abad,Qazi Ahmed,Haberi,Dim,40,26.4201226,68.1385512,,SAFCO,
Shaheed Benazir Abad,Qazl Ahmed,Haberi,Dim,Mohammad Salih chandio,26.4200541,68.1334565,,SAFCO,
Shaheed Benazir Abad,Kazi Ahmed,Ahmed bughio,Bogri,Juma lashari,26.4438545,68.0116001,,SAFCO,
Shaheed Benazir Abad,Kazi Ahmed,Ahmed bughio,Bogri,Photo zardari,26.46005,68.0057309,,SAFCO,
Shaheed Benazir Abad,Kazi Ahmed,Ahmed bughio,Bogri,Liaque Rahu,26.4615388,68.0118529,,SAFCO,
Shaheed Benazir Abad,Kazi Ahmed,Ahmed bughio,Bogri,Pyaro rahu,26.4562004,68.0207054,,SAFCO,
Shaheed Benazir Abad,Kazi Ahmed,Ahmed bughio,Bogri,Diam Chandio,26.4572633,68.028045,,SAFCO,
Shaheed Benazir Abad,Qazi Ahmed ,Habberi ,Dim ,Mureed Khan chandio ,26.4145156,68.1486925,,SAFCO,
Shaheed Benazir Abad,Qazi Ahmed ,Haberi ,Dim,Ali nwaz chandio ,26.41143,68.1498621,,SAFCO,
Shaheed Benazir Abad,Qazi Ahmed ,Haberi ,Dim,Troh dahri ,26.416568,68.1531573,,SAFCO,
Shaheed Benazir Abad,Kazi Ahmed,Pat peeral ,Pat peeral ,Haji Hassan bhand,26.390795,68.0592733,,SAFCO,
Shaheed Benazir Abad,Kazi Ahmed,Ahmed bughio,Ahmed Bughio ,Allah Bachao bhand,26.3958643,68.0602366,,SAFCO,
Shaheed Benazir Abad,Kazi Ahmed,Pat peeral ,Pat peeral ,Lal Khan Kaloi,26.3806359,68.0622999,,SAFCO,
Shaheed Benazir Abad,Kazi Ahmed,Pat peeral ,Pat peeral ,Sain Bux kaloi,26.3803473,68.0696961,,SAFCO,
Shaheed Benazir Abad,Kazi Ahmed,Pat peeral ,Pat peeral ,Meer Khan Kaloi,26.3820426,68.0740949,,SAFCO,
Shaheed Benazir Abad,Kazi Ahmed,Pat peeral ,Pat peeral ,Nawab Qurban Ali,26.3739144,68.0756479,,SAFCO,
Shaheed Benazir Abad,Kazi Ahmed,Pat peeral,Pat peeral,Mahrab Mahara,26.3339562,68.0715608,,SAFCO,
Shaheed Benazir Abad,Kazi Ahmed,Pat peeral,Pat peeral,Mubeen Mahar,26.335568,68.0668811,,SAFCO,
Shaheed Benazir Abad,Kazi Ahmed,Pat peeral,Pat peeral,Allah Warayo Mahar,26.3350474,68.0733132,,SAFCO,
Shaheed Benazir Abad,Kazi Ahmed,Pat peeral,Pat peeral,Wahid dino Lakho,26.3603077,68.0870475,,SAFCO,
Shaheed Benazir Abad,Kazi Ahmed,Pat peeral,Pat peeral,Bijar Chandio,26.3602805,68.0767804,,SAFCO,
