District,Taluka,UC,Deh,Settlement,Latitude,Longitude,Sensitive Receptor (within 200m),SMP,
Kamber Shahdadkot,Kamber,Lashkari Chandio,Lashkari Chandio,Dost Muhammad Chandio,27.6741605,68.0949433,,SRSO,
Kamber Shahdadkot,Kamber,Khairpur Joso,Pakho,Pakho,27.5055912,68.0146121,,SRSO,
Kamber Shahdadkot,Kamber,Khairpur Joso,Pakho,Dedhar,27.4843693,68.0372949,,SRSO,
Kamber Shahdadkot,Kamber,Khairpur Joso,Ghogharo,Jurial Mughari,27.4919611,68.0037153,,SRSO,
Kamber Shahdadkot,Kamber,Lashkari Chandio,Mahi,Sewaya Full,27.6363781,68.1175666,,SRSO,
Kamber Shahdadkot,Sijawal,Haider chandio,Haider chandio,Dando shahdad,27.782832,68.1705103,,SRSO,
Kamber Shahdadkot,Sijawal,Thoof chosul,Gujrani,Thoof chosul,27.7061313,68.1784632,,SRSO,
Kamber Shahdadkot,Kamber,Pahnwaro,Khahi mahoon,Sidiqueabad,27.5738647,67.8423134,,SRSO,
Kamber Shahdadkot,Kamber,Pahnwaro,Mahbat bulidi,Hafiz noor Ahmed memon,27.6305974,67.8653322,,SRSO,
Kamber Shahdadkot,Kamber,Pahnwaro,Khahee meehoon,Noor Muhammad sheikh,27.5859465,67.8652804,,SRSO,
Kamber Shahdadkot,Kamber,Pahnwaro,Khahee mehoon,Khahee mehoon,27.5939409,67.8791702,,SRSO,
Kamber Shahdadkot,Shahdadkot,Arzi bhutto,Khaliq dino darkhar,Bakhar mahesar,27.8591914,68.1711131,,SRSO,
Kamber Shahdadkot,Kamber,Lashkari Chandio,Mahi,Makol,27.6430903,68.1127831,,SRSO,
Kamber Shahdadkot,Kamber,Lashkari Chandio,Mahi,Mahi,27.6374617,68.113705,,SRSO,
Kamber Shahdadkot,Shahdadkot,Jamali,Bhurgri,Shahbazi Chandio,27.9421067,67.9722167,,SRSO,
Kamber Shahdadkot,Shahdadkot,Aitbar Khan chandio,Koor kari,Sain rakhyo mugheri,27.9402667,67.9163149,,SRSO,
Kamber Shahdadkot,Shahdadkot,Aitbar chandio,Aitbar Khan chandio,Muhammad Hassan chandio,27.8708842,67.9505327,,SRSO,
Kamber Shahdadkot,Shahdadkot,Dhori,Ishaqe,M murad,27.9208256,67.7120124,,SRSO,
Kamber Shahdadkot,Nasirabad,Dera,Buth Dera,Muda Dera,27.418437,67.9863666,,SRSO,
Kamber Shahdadkot,Nasirabad,Lakha,Ali Bahar,Ali Bahar Lashari,27.4095715,67.8234236,,SRSO,
Kamber Shahdadkot,shahdadkot,jamali,sanjar bhatti,sanjar bhatti,27.9541702,67.9932799,,SRSO,
Kamber Shahdadkot,Shahdadkot,Jamali,Qutria,Khuda bux jamali,27.9354065,67.867102,,SRSO,
Kamber Shahdadkot,Qubo Saeed khan,Dhori,Ishaq,Gulab khoso,27.8815914,67.6925561,,SRSO,
Kamber Shahdadkot,Miro khan,Tharo wadho,Dhori mubarak,Tando Ali murad,27.7211908,68.0220805,,SRSO,
Kamber Shahdadkot,Miro khan,Tharo wadho,Dhori pir bux,Ali ji wandh,27.7335465,68.0093852,,SRSO,
Kamber Shahdadkot,Shahdadkot,Chakyari,Sohbdar mastoie,Muhammad Ameen mehrra,27.8205246,67.9752397,,SRSO,
Kamber Shahdadkot,Kamber,Tharo Wadho,Mubarak Dhori,Mubarak Kalhoro,27.7045297,68.0216069,,SRSO,
Kamber Shahdadkot,Kamber,Beer,Hani,Ladho khan gopang,27.5274969,67.9365539,,SRSO,
Kamber Shahdadkot,Shahdadkot,jamali,juneja,umeed ali junejo,27.9871467,67.958175,,SRSO,
Kamber Shahdadkot,KAMBER,KHAIPUR JUSO,PAKHO,GALO MUGHERI,27.5101079,68.0225279,,SRSO,
Kamber Shahdadkot,KAMBER,KHAIRPUR JUSO,PAKHO,ALI MUHAMMAD VRIKH,27.4841833,68.0326933,,SRSO,
Kamber Shahdadkot,Miro khan,Misri Khan Chandio,Ali Shair,Gulshan Colony,27.7618689,68.0994409,,SRSO,
Kamber Shahdadkot,Kamber,Misri Khan Chandio,Ali Shair,Yousif Colony,27.7591888,68.0990362,,SRSO,
Kamber Shahdadkot,Kamber,Gathar,Gathar,Raheemdad mugheri,27.5347718,67.9443656,,SRSO,
Kamber Shahdadkot,Nasirabad,Dera,Wasu Kalhoro,Hamzo Bhatti,27.3907019,67.9616461,,SRSO,
Kamber Shahdadkot,Shahdadkot,Jamali,Qutria,Tarique Ameen khuwahar,27.89577,67.880122,,SRSO,
Kamber Shahdadkot,Shahdadkot,Jamali,Qutria,Raees rahmat mugheri,27.92336,67.8859133,,SRSO,
Kamber Shahdadkot,Shahdadkot,Jamali,Qutria,Sobho Khan jamali,27.9504199,67.8597729,,SRSO,
Kamber Shahdadkot,Kamver,Khairpur joso,Sharifani,Chapman mugheri,27.5275884,68.039187,,SRSO,
Kamber Shahdadkot,Kamber,Gathar,Dera,Dargahi mugheri,27.5408085,68.0031942,,SRSO,
Kamber Shahdadkot,Shahdadkot,Faiz Muhammad bhurgri,Eidan jarwar,Beg Muhammad bhurgri,27.9598485,67.9434287,,SRSO,
Kamber Shahdadkot,Kamber,Ghathar,Bhola Kalhora,Baho Khan Mugeri,27.4999162,68.011267,,SRSO,
Kamber Shahdadkot,Shahdadkot,jamali,jatoi,haji juma khan brohi,27.9319933,68.0863567,,SRSO,
Kamber Shahdadkot,qubo saeed khan,dhori,dhori,abdul qadir khoso,27.880867,67.639586,,SRSO,
Kamber Shahdadkot,qubo saeed khan,dhori,dhori,muhammad mithal magsi,27.8969017,67.6290717,,SRSO,
Kamber Shahdadkot,qubo saeed khan,dhori,dhori,saifal khan solangi,27.9030546,67.6149984,,SRSO,
Kamber Shahdadkot,Warah,Abad Kalhora,Abad Kalhora,Abad Kalhoro,27.4371062,67.8871631,,SRSO,
Kamber Shahdadkot,Kamber,Pahnwaro,Pahnwaro,Sono khan wagan,27.5725301,67.8201687,,SRSO,
Kamber Shahdadkot,Kamber,Ghathar,Bhola kalhora,Chondia kalhora,27.5043002,67.9918056,,SRSO,
Kamber Shahdadkot,Nasirabad,Muradi,Wahoocha,Khuda Bux Wahoocho,27.4203585,67.8686656,,SRSO,
Kamber Shahdadkot,Nasirabad,Monder Lakha,Fekhratho,Satar Phulpoto,27.4045386,67.8372214,,SRSO,
Kamber Shahdadkot,Nasirabad,Monder Lakha,Ali Bahar,Muhammad Khan Joyo,27.4084855,67.8170525,,SRSO,
Kamber Shahdadkot,Warah,Abad,Abad,Dari Kolachi,27.4268492,67.8692064,,SRSO,
Kamber Shahdadkot,Qubo Saeed khan,Dhori,Ishaq,Bugro Khan magsi,27.921002,67.682461,,SRSO,
Kamber Shahdadkot,Shahdadkot,Jamali,Bhutta bairaj,Moaj Ali brohi,27.9692698,67.8956541,,SRSO,
Kamber Shahdadkot,Shahdadkot,Jamali,Sukkur Jarwar,Jeand jarwar,27.8994772,67.9432342,,SRSO,
Kamber Shahdadkot,Shahdadkot,Jamali,Sukkur Jarwar,Jeand jarwar,27.9217362,67.9571062,,SRSO,
Kamber Shahdadkot,shahdadkot,jamali,Bhutta,aitbar khan brohi,27.9367285,67.9395082,,SRSO,
Kamber Shahdadkot,shahdadkot,leghari,leghari,taj muhammad leghari,27.9155391,68.0072269,,SRSO,
Kamber Shahdadkot,shahdadkot,leghari,leghari,zameer shah,27.9091097,68.004017,,SRSO,
Kamber Shahdadkot,Kamber,Panhwaro,Fatoohal,Hammer chandio,27.6155,67.825446,,SRSO,
Kamber Shahdadkot,Kamber,Khairpur juso,Pakho,Paryo khan mugheri,27.5168913,68.022203,,SRSO,
Kamber Shahdadkot,Kamber,Panhwaro,Meho khai,Allah Bux Shaikh,27.6028543,67.8370357,,SRSO,
Kamber Shahdadkot,Warah,Hamal,Soonhari,Mashooq Chandio,27.3192661,67.6953543,,SRSO,
Kamber Shahdadkot,Warah,Hamal,Soonhari,Sawaai,27.312317,67.6928555,,SRSO,
Kamber Shahdadkot,Warah,Hamal,Chak Abad,Lashkar Khan Lashari,27.3170039,67.7085117,,SRSO,
Kamber Shahdadkot,Warah,Khandu,Kalar,Khair Muhammad Khuhawar,27.4996703,67.7957957,,SRSO,
Kamber Shahdadkot,Warah,Khandu,Kalar,Noorul Gadehi,27.5176772,67.7879156,,SRSO,
Kamber Shahdadkot,Warah,Khandu,Khandu,Meer Gadehi,27.5179332,67.7770298,,SRSO,
Kamber Shahdadkot,Warah,Khandu,Kalar,Muhammad Abad,27.5079274,67.7903133,,SRSO,
Kamber Shahdadkot,Kamber,Panhwaro,Khahi mehoon,Zahro chandio,27.5754367,67.7949033,,SRSO,
Kamber Shahdadkot,Kamber,Panhwaro,Khahi mehoon,Haji khan chandio,27.5917272,67.8125888,,SRSO,
Kamber Shahdadkot,Kamber,Pahnwaro,Khahi mehoon,Dato khan chandio,27.5863823,67.8316654,,SRSO,
Kamber Shahdadkot,Kamber,Pahnwaro,Pahnwaro,Pahnwaro,27.5718362,67.8064883,,SRSO,
Kamber Shahdadkot,Kamber,Pahnwaro,Muhabat buledi,Muhammad Hassan Brohi,27.612825,67.86997,,SRSO,
Kamber Shahdadkot,Kamber,Gathar,Bhola kalhoro,Maindad mugheri,27.5338466,68.0016206,,SRSO,
Kamber Shahdadkot,Kamber,Gathar,Bhola kalhoro,Bhai daro,27.5343675,68.0028773,,SRSO,
Kamber Shahdadkot,Kamber,Khairpur juso,Gogharo,Ghari ghulam Ali isran,27.4969313,68.0112135,,SRSO,
Kamber Shahdadkot,Kamber,Khairpur juso,Gogharo,Muhammad juryal mugheri,27.4928609,68.0054392,,SRSO,
Kamber Shahdadkot,Shahdadkot,Jamali,Juneja,Hazar Khan khoso,27.9711364,67.9997583,,SRSO,
Kamber Shahdadkot,Qubo Saeed khan,Dhori,Dhori,Dur Muhammad magsi,27.9222221,67.6253242,,SRSO,
Kamber Shahdadkot,Qubo Saeed khan,Dhori,Dhori,Ghulam nabi admani magsi,27.922906,67.6225592,,SRSO,
Kamber Shahdadkot,Qubo Saeed khan ,Dhori,Dhori,Abdul kareem khoso,27.8892606,67.6220174,,SRSO,
Kamber Shahdadkot,Shahdadkot,Jamali,Eidan Jarwar,Gul Muhammad jarwar,27.9813282,67.9358686,,SRSO,
Kamber Shahdadkot,Shahdadkot,Jamali,Kutria,Rasoolbux kutria,27.9305096,67.8895029,,SRSO,
Kamber Shahdadkot,Shahdadkot,Jamali,Chodia,Soharo brohi,27.9887528,67.8987405,,SRSO,
Kamber Shahdadkot,Shahdadkot,Jamali,Meerokhan,Soomae khan brohi,27.9341624,68.0115937,,SRSO,
Kamber Shahdadkot,Shahdadkot,Jamali,Sukkar jerwar,Haji Mohammad murad jarwar,27.9271967,67.9524606,,SRSO,
Kamber Shahdadkot,Kamber,Koor Kamal,Wariyaso,Ghulam Sidique Chandio,27.6718947,67.8046402,,SRSO,
Kamber Shahdadkot,Kamber,Koor Kamal,Wariyaso,Yaar Muhammad Chandio,27.6511162,67.8187624,,SRSO,
Kamber Shahdadkot,Miro khan ,Allah abad,Pholro,Rap wato khan,27.7610827,67.8176672,,SRSO,
Kamber Shahdadkot,Qamber,Koor Kamal,Warasayo,MIAN Ali SHER CHANDIO,27.656816,67.8125447,,SRSO,
Kamber Shahdadkot,Mirokhan,Misri Khan Chandio,Misri Khan Chandio,Dost Muhammad Mastoi,27.7106996,68.0672477,,SRSO,
Kamber Shahdadkot,Mirokhan ,Misri Khan Chandio ,Misri Khan Chandio ,Dur Muhammad Umrani,27.7367929,68.1245168,,SRSO,
Kamber Shahdadkot,Mirokhan,Allahabad,Qaim Khan Gopang,Sher Muhammad Shah,27.6734637,67.9070822,,SRSO,
Kamber Shahdadkot,Shahdadkot,Jamali,Koor kari,Ali Muhammad brohi,27.9162529,67.9181855,,SRSO,
Kamber Shahdadkot,Shahdadkot,Itbar Khan chandio,Pathan,Ghous dino buledi,27.884345,67.929645,,SRSO,
Kamber Shahdadkot,Shahdadkot,Itbar Khan chandio,Pathan,Shahpur jamali,27.8975497,67.9370917,,SRSO,
Kamber Shahdadkot,Miro khan,Misri khan chandio,Drib chandio,Raheemdad chandio,27.7055468,68.1682936,"School, masque,canal",SRSO,
Kamber Shahdadkot,Warah,Noor Abad,Noor Abad,Muhammad Yousuf Brohi,27.475647,67.8342713,,SRSO,
Kamber Shahdadkot,Miro khan,Gul Muhammad @nadir abad,Khudi,Khudi,27.6757274,67.9554361,"Masque, school, watercourse",SRSO,
Kamber Shahdadkot,Miro khan,Gul muhammad @nadirabad,Khudi,Noor ul huda shah,27.6788425,67.9151728,"School, mosque, Imam Bargah, drainage canal",SRSO,
Kamber Shahdadkot,Shahdadkot,Leghari,Miro khan,Hot khan leghari,27.9310257,68.0119458,School,SRSO,
Kamber Shahdadkot,Warah,Mirpur,GuL Buriro,Haji Allah bux cholyani,27.4572045,67.7321889,School,SRSO,
Kamber Shahdadkot,Warah,Hamal,Theth,theth,27.3217446,67.6752845,School,SRSO,
Kamber Shahdadkot,Warah,Meer Pur,Hamid Wah,Jaleel Chalyani,27.4497584,67.7091275,"Masque,",SRSO,
Kamber Shahdadkot,Shahdadkot,Jamali,Kario sobdar,Nabi shah,27.8219327,67.9829506,School,SRSO,
Kamber Shahdadkot,Warah,Warah,Warah,Dil Murad Khoso ,27.4564624,67.7411078,"School,mosque ",SRSO,
Kamber Shahdadkot,Warah,Warah,Mangneja,peer bux mangneja,27.4700199,67.8561206,Mosque ,SRSO,
Kamber Shahdadkot,Warah,Warah ,Mangnejo,Muhammad Khatian,27.4472917,67.8557504,"School,Mosque",SRSO,
Kamber Shahdadkot,Shahdadkot,Chakiyani,Pathan,Pareyail siyal,27.8516384,67.929448,No,SRSO,
Kamber Shahdadkot,Warah,Hamal,Chak Abad,Pir Salah Shah,27.3211388,67.7231081,School,SRSO,
Kamber Shahdadkot,Warah,Hamal,Chak Abad,Aadho khan Lashari,27.3284578,67.7184543,School,SRSO,
Kamber Shahdadkot,Warah,Hamal,Chak Abad,Dhani bux odhano,27.3344197,67.706628,School,SRSO,
Kamber Shahdadkot,Warah,Hamal,Sanhari,Bijar khan chandio,27.3254123,67.6956121,Mosque,SRSO,
Kamber Shahdadkot,Warah,Mirpur,Mirpur,Karam Ullah chandio,27.3584619,67.6900724,Mosque,SRSO,
Kamber Shahdadkot,Miro khan,Misri khan chandio,Karam Ali gopang,Abdul wahab tunio,27.7997348,68.0999205,"School, Mosque ",SRSO,
Kamber Shahdadkot,Kamber,Gathar,Dera,Mevo khan mugheri,27.5411973,67.9993658,,SRSO,
Kamber Shahdadkot,Kamber ,Khairpur juso,Ghogharo,Attur khan mugheri,27.4693583,67.994035,"School, Mosque",SRSO,
Kamber Shahdadkot,Kamber ,Khairpur juso,Ghogharo,dedar,27.4840322,68.0346484,,SRSO,
Kamber Shahdadkot,Kamber ,Khairpur juso,Ghogharo,chandou mugheri,27.487045,68.0117574,School masque,SRSO,
Kamber Shahdadkot,Kamber,Khairpur juso,Khairpur juso,Khairpur juso,27.5189885,68.0423452,,SRSO,
Kamber Shahdadkot,Kamber,Ghathar,Dera,Humayu khan mugheri,27.547576,67.979487,,SRSO,
Kamber Shahdadkot,Kamber,Ghathar,Bhola kalhora,Karam book,27.5068217,68.0131883,"School, Mosque",SRSO,
Kamber Shahdadkot,Shahdadkot,Jamali,Jatoi,Amaani shareef,27.9782665,67.8849317,School,SRSO,
Kamber Shahdadkot,Warah,Junani,Jogi,Kandi Gadhi,27.3071972,67.754409,School ,SRSO,
Kamber Shahdadkot,Warah ,Warah ,Mangnejo ,Gazi Khan Ghancho,27.4644085,67.8511453,"School, Mosque ",SRSO,
Kamber Shahdadkot,Warah,Junani,Jogi,Kamal khan chandio,27.3081432,67.7335093,Mosque,SRSO,
Kamber Shahdadkot,Warah ,Warah,Warah,Badal Khoso ,27.4268817,67.8384805,10-12,SRSO,
Kamber Shahdadkot,Nasirabad,Tharriri hashim,Chaudero,Kalhora mugheri,27.4620415,67.972493,Mosque,SRSO,
Kamber Shahdadkot,Nasirabad,Thariri Hashim,Chaodero,Memon,27.444277,67.9792212,Mosque,SRSO,
Kamber Shahdadkot,Warah,Warah,Magreja,Imam Bux Brohi,27.4639214,67.858362,School,SRSO,
Kamber Shahdadkot,Miro khan,Tharo wadho,Chutto joyo,Chutto joyo,27.7050877,68.0478058,Masjid school imam barghah,SRSO,
Kamber Shahdadkot,Kamber,Rawanti,Rawanti,Allah Dino,27.6831922,68.0293787,"School, masque, fish pond",SRSO,
Kamber Shahdadkot,Shahdadkot,Hazar wah,Noorpur,Allah rakhyo buledi,27.8625235,67.9047309,School,SRSO,
Kamber Shahdadkot,Shahdadkot,Aitbar Khan chandio,Sanjar bhatti,Arzi markhand,27.9645672,68.0248351,Mosque,SRSO,
Kamber Shahdadkot,Warah,Lalu Rounk,Maklani,Maklani,27.5061264,67.879558,"School, Mosque,",SRSO,
Kamber Shahdadkot,Warah,".
Yarodero",Yarodero,Jalal Khan mugheri,27.5126472,67.9363469,Mosque,SRSO,
Kamber Shahdadkot,Warah,Junani,Garhi Makoro,Budha Pur,27.3964694,67.7273853,Canal,SRSO,
Kamber Shahdadkot,Warah,Junani,Garhi Makoro ,Muhammad Khan Brohi,27.3982472,67.7474928,Canal system ,SRSO,
Kamber Shahdadkot,Warah,Lalu Rounk,Makulani,Jeaind junejo,27.5074536,67.8963227,School masque,SRSO,
Kamber Shahdadkot,Shahdadkot,Jamali,Qutria,Allah bux brohi,27.9104727,67.8693743,School,SRSO,
Kamber Shahdadkot,Shahdadkot,Jamali,Juneja,Leemo Khan junejo,27.9736474,67.9993621,School,SRSO,
Kamber Shahdadkot,Warah,Junani,Bisharat Khuhawar,Allah Dito Chandio,27.3262083,67.806945,School,SRSO,
Kamber Shahdadkot,Warah,Meer Pur ,Meer Pur ,Dur Muhammad Machhi ,27.3393635,67.6674418,School mosque,SRSO,
Kamber Shahdadkot,Warah,Khando,Potho,Baloch khan lashari,27.5345126,67.7854538,"Mosque, Fishpond",SRSO,
Kamber Shahdadkot,Mirokhan ,Karira ,Kalar Daro Makam ,Abdul Qadir Khoso ,27.7741144,67.953352,Canal masque,SRSO,
Kamber Shahdadkot,Mirokhan,Karira,Thariri Dap,Miam Bux Magsi,27.8166609,67.9283658,"Mosque, canal ",SRSO,
Kamber Shahdadkot,Nasirabad,Chaudero,Chaudero,Sanhani,27.4333193,67.9844388,School,SRSO,
Kamber Shahdadkot,Nasirabad,Chaudero,Chaudero,Moryani,27.4352542,67.9848898,Mosque,SRSO,
Kamber Shahdadkot,Miro khan,Karrira,Bharmi,Jam khan khoso,27.7723843,67.9413156,Agriculture land sim drainage ,SRSO,
Kamber Shahdadkot,Miro khan,Misri khan chandio,Drib chandio,Gahi khan chandio,27.6718484,68.1455635,"School, masque, imam bargah government  dispensery",SRSO,
Kamber Shahdadkot,Warah,Lalu Raunk,Lalu Raunk,Dingal Machhi,27.5083654,67.9022398,Mosque,SRSO,
Kamber Shahdadkot,Warah,Meer Pur ,Nang Daro,Ghulam Muhammad Buriro,27.3726104,67.6895965,School Masque,SRSO,
Kamber Shahdadkot,Warah ,Mirpur ,Nang Daro ,Kher Muhammad Buriro,27.3721401,67.7021803,School Mosque ,SRSO,
Kamber Shahdadkot,Warah,Hamal,Soonhari,Bago Khan chandio,27.3093418,67.68154,Mosque ,SRSO,
Kamber Shahdadkot,Nasirabad,Choadero,Chaodero,Qabool Teewano,27.4418803,67.9454622,School,SRSO,
Kamber Shahdadkot,Nasirabad,Chaudero,Laiq pur,Jamal khan lanjvani,27.4386292,67.9853446,Mosque,SRSO,
Kamber Shahdadkot,Nasirabad ,Miyandad chinjni ,Aadi lashari ,Miyandad chinjni ,27.34953,67.8868117,School ,SRSO,
Kamber Shahdadkot,Nasirabad ,Chowdero,Thariri Hashim ,Khero Khan jatoi,27.4695191,67.9627308,Masque ,SRSO,
Kamber Shahdadkot,Warah,Hamal,Sanhari,Kareem Bux chandio,27.305504,67.6804865,School and Mosque,SRSO,
Kamber Shahdadkot,Qubo Saeed khan,Dhori,Dur Muhammad,Mirza Khan jagirani,27.8896197,67.6176062,Patrol pump,SRSO,
Kamber Shahdadkot,Miro khan,Misri khan chandio,Karam Ali,Muhammad malook magsi,27.7968762,68.1019906,Masque,SRSO,
Kamber Shahdadkot,Miro khan,Gul Muhammad chacho@nadir abad,Mahmoon,Mahmoon hasand khan ,27.7100228,67.9757702,School masque,SRSO,
Kamber Shahdadkot,Miro khan,Gul Muhammad chacho@nadir abad,Thul,Muhammad usman brohi,27.7213063,67.9263957,"Masque, school, water course",SRSO,
Kamber Shahdadkot,Mirokhan,Misri Khan Chandio,Drib Chandio,Drib Chandio,27.7034414,68.0957379,"School, Mosque, Imambargah",SRSO,
Kamber Shahdadkot,Mirokhan ,Misri Khan Chandio ,Ali Sher ,Ali Bux Luhur ,27.7341115,68.1198327,"Mosque, drainage canal ",SRSO,
Kamber Shahdadkot,Mirokhan,Misri Khan Chandio,Karam Ali Gopang,Karam Ali Gopang,27.7646985,68.0986131,"Mosque, school",SRSO,
Kamber Shahdadkot,Mirokhan,Gul Muhammad Nadirabad,Thul,Suhrab Khan Brohi,27.7207001,67.9273017,"School, mosque",SRSO,
Kamber Shahdadkot,Mirokhan ,Gul Muhammad Nadirabad ,Thul,Mir Muhammad Brohi ,27.7381266,67.9122056,"School, mosque ",SRSO,
Kamber Shahdadkot,Shahdadkot ,Leghari ,Kalhora,Ameer bux tanger,27.9533007,67.9450972,Police choki,SRSO,
Kamber Shahdadkot,Warah,Meer Pur,Gull Buriro,Kot Ghulam Sarwar,27.4780409,67.747126,School,SRSO,
Kamber Shahdadkot,Warah,Meer Pur,Gull Buriro,Samno Khan Chandio,27.4663367,67.7273775,School Masque ,SRSO,
Kamber Shahdadkot,Nasirabad,Lakha,Mangyo massan,Ahmed Khan khoso,27.3782426,67.8554034,School,SRSO,
Kamber Shahdadkot,Warah,Meer Pur ,Ghari jagir,Jahan khan Marfani,27.3880783,67.5497613,School ,SRSO,
Kamber Shahdadkot,Shahdadkot,Jamali,Markhand,Ahmed bhati,27.971064,67.9722973,River,SRSO,
Kamber Shahdadkot,Shahdadkot,Jamali,Noorpur,Sobho khan kariro,27.8573462,67.9033661,River,SRSO,
Kamber Shahdadkot,Qamber ,Koor Kamal ,Waryaso,Dhani Bux Chandio ,27.6756997,67.7819826,1,SRSO,
Kamber Shahdadkot,Sijawal,Arzi bhutto,Jeand lak,Achar dawach,27.8657239,68.1161263,School,SRSO,
Kamber Shahdadkot,Sijawal,Arzi bhutto,Jeand lak,Bahadur bhand,27.8363117,68.1317764,School,SRSO,
Kamber Shahdadkot,Shahdadkot,Jamali,Sikandarabad,Akhtar hussian brohi,27.9864979,67.8657343,No,SRSO,
Kamber Shahdadkot,Warah,Warah,Magreja ,Qadir abad,27.4702031,67.8883676,Masque ,SRSO,
Kamber Shahdadkot,Warah,Yarodero,Ubidani,Khuda Bux mugheri,27.4938318,67.9324529,Masque,SRSO,
Kamber Shahdadkot,Warah,Yarodero,Ubidani,Ubidani Tunio,27.4838792,67.9265685,Masque,SRSO,
Kamber Shahdadkot,Warah,Color,Color,Zafarabad,27.5274198,67.8116606,Masque,SRSO,
Kamber Shahdadkot,Nasirabad,Dera,Dera,Rabn gadhi,27.397166,68.0043693,School,SRSO,
Kamber Shahdadkot,Nasirabad,Dera,Wasu kalhoro,Hamza bhatti,27.3895749,67.962013,Mosque,SRSO,
Kamber Shahdadkot,Nasirabad,Dera,Wasu kalhoro,Wadho kalhoro,27.3876408,67.9593468,Mosque,SRSO,
Kamber Shahdadkot,Nasirabad,Lakha,Lakha,Khair  Muhammad Malano,27.3930824,67.8140578,Mosque,SRSO,
Kamber Shahdadkot,Shahdadkot,Leghari,Leghari,Din Muhammad leghari,27.904915,68.01624,,SRSO,
Kamber Shahdadkot,Qubo saeed khan,Dhori,Dur muhammad,Haji murad magsi ,27.8695923,67.699939,Main road,SRSO,
Kamber Shahdadkot,Qubo Saeed khan,Dhori,Dur Muhammad,Ali Gohar magsi,27.8663412,67.6439276,School,SRSO,
Kamber Shahdadkot,Qubo Saeed khan,Dhori,Ishaque,Ghulam Mustafa jarwar,27.9212315,67.6434893,Watersply,SRSO,
Kamber Shahdadkot,Mirokhan ,Karira ,Golo khuhwar ,Faqeer Muhammad Khoso ,27.7836251,67.9122677,"Mosque, drainage canal ",SRSO,
Kamber Shahdadkot,Kamber ,Jian Abro ,Jian Abro ,Mehboob Korejo ,27.6154296,68.0422175,"Mosque, canal system ",SRSO,
Kamber Shahdadkot,Mirokhan ,Allahabad ,Rap Pholro ,Pholro ,27.7808163,67.8150122,"Masque, grave yard",SRSO,
Kamber Shahdadkot,Kamber,Beer,Faiz Muhammad ,Sandho mugheri,27.5534055,68.0056665,Masque .school,SRSO,
Kamber Shahdadkot,Kamber,Beer,Faiz Muhammad,Juma Khan dahot,27.5540396,68.0034665,"School , masque , river",SRSO,
Kamber Shahdadkot,Kamber,Nawab shabir ahmed,Nouzman,Meer ji wahi,27.6055354,67.8033478,"School,mosque",SRSO,
Kamber Shahdadkot,Kamber,Ghaibi dero,Jagir 6,Ghaibi dero,27.5976057,67.6470593,"School ,mosque,lake River",SRSO,
Kamber Shahdadkot,Warah,Warah,Warah,Allah jurio sarwar ,27.4472087,67.7504231,Masque school ,SRSO,
Kamber Shahdadkot,Warah,Warah,Warah,Mulan lakhedino,27.4183923,67.7867893,Masque ,SRSO,
Kamber Shahdadkot,Warah,Warah,Thariri,Muhammad Hashim chuto,27.4480326,67.8104776,Masque,SRSO,
Kamber Shahdadkot,Warah,Warah ,Thariri ,Abdul majeed chuto ,27.4462753,67.8030107,Masque ,SRSO,
Kamber Shahdadkot,Warah,Hamal,Teth,Dahni Bux chandio,27.3131866,67.6748653,Mosque,SRSO,
Kamber Shahdadkot,Warah,Khando,Potho,Geo brohi,27.5368784,67.77815,Mosque,SRSO,
Kamber Shahdadkot,Qubo saeed khan ,Bago daro,Jagir,Noordin solangi,27.8806013,67.6217041,River,SRSO,
Kamber Shahdadkot,Qubo saeed khan,Bago daro,Jagir,Ghulam nabi solangi,27.8806013,67.6217041,River,SRSO,
Kamber Shahdadkot,Qubo saeed khan,Bago daro,Jagir,Dili jan janweri,27.8806013,67.6217041,River,SRSO,
Kamber Shahdadkot,Kamber,Nawab shabir ahmed,Dheeru,Lashkar khan,27.6684343,67.7709206,"School,mosque,lake",SRSO,
Kamber Shahdadkot,Kamber,Ghaibi dero,Jagir 6,Sono khan chandio,27.5836363,67.6354434,"School,mosque",SRSO,
Kamber Shahdadkot,Kamber,Ghaibi dero,Jagir 4,Sabu buriro,27.5574112,67.7381833,"School, mosque,canal",SRSO,
Kamber Shahdadkot,Warah,Warah,Nawab Kalhoro,Rasool Bux Brohi,27.4635215,67.7668421,School,SRSO,
Kamber Shahdadkot,Warah,Khandu,Kalar,SRSO,27.534228,67.7588503,Mosques,SRSO,
Kamber Shahdadkot,Warah,Khamdu,Khandu,ShafiMuhammad Brohi,27.4953285,67.7481008,Bosque,SRSO,
Kamber Shahdadkot,Warah,Color,Nawab kalhoro,Pasand Khan Chandio,27.4824613,67.7664072,Masque,SRSO,
Kamber Shahdadkot,Kamber,Nawab shabir ahmed,Bagh,Bagh banglo,27.5599953,67.7882919,"School ,mosque",SRSO,
Kamber Shahdadkot,Kamber,Ghaibi dero,Jagir 4,Ghulam muhammaad thoryani,27.5522472,67.7456642,"School,mosque",SRSO,
Kamber Shahdadkot,Shahdadkot,Chakiyani,Kario sobdar,Angh,27.855313,67.9113817,Petrol pump,SRSO,
Kamber Shahdadkot,Qubo saeed Khan,Dhori,Dur Muhammad,Ahmed Nawaz hasrani,27.856603,67.6847593,Petrol pump,SRSO,
